Year of Completion,Name of Dam,Country
1979,Ohrigstad,South Africa
1979,Dagama,South Africa
1979,Klipkopjes,South Africa
1979,Witklip,South Africa
1979,Longmere,South Africa
1979,Primkop,South Africa
1979,Hazelmere,South Africa
1979,Hub,Pakistan
1979,Kadana,India
1979,Ravishankar Sagar,India
1979,Gajuladinne,India
1979,Narihalla,India
1979,Shipan,China
1979,Maoba,China
1979,Hulukou,China
1979,Gongzui,China
1979,Krasoew,Thailand
1979,Panjiakou,China
1979,Taihe,China
1979,Huanglishu,China
1979,Xingfu,China
1979,Motanhe,China
1979,Guyumiao,China
1979,Fengtan,China
1979,Zhangshuling,China
1979,Ganghe,China
1979,Chetianjiang,China
1979,Baiyunshan 1,China
1979,Dazhen,China
1979,Huanglongdai,China
1979,Niululing,China
1979,Baogu,China
1979,Wungong,Australia
1979,Taipingwan,China
1979,Samga,South Korea
1979,Kawakami,Japan
1979,Terauchi,Japan
1979,Changzhao,China
1979,Fuxi,China
1979,Tainaigawa,Japan
1979,Sasagamine,Japan
1979,Okususobana,Japan
1979,Takase,Japan
1979,Tedorigawa,Japan
1979,Little Para,Australia
1979,Dartmouth,Australia
1979,Curries,Australia
1979,Chaffey,Australia
1980,Peace Canyon,Canada
1980,Berry Creek Dam,United States
1980,Applegate Dam,United States
1980,Long Park,United States
1980,Rawhide,United States
1980,Yamcolo,United States
1980,Grayrocks,United States
1980,Sweetwater Tailings Dam,United States
1980,Lake Fork Dam,United States
1980,Forest Grove Dam,United States
1980,North San Gabriel Dam,United States
1980,Coleto Creek Dam,United States
1980,La Sauceda,Mexico
1980,La Purisima,Mexico
1980,Manuel Moreno Torres,Mexico
1980,El Portillo,Mexico
1980,Opinaca,Canada
1980,Mill Creek Structure 1,United States
1980,Hoosier Energy Reservoir Dam,United States
1980,Paintsville Dam,United States
1980,Little Creek Dam,United States
1980,Smithland Lock and Dam,United States
1980,Wallace,United States
1980,Cathance Lake Dam,United States
1980,Twin Ponds Dam,United States
1980,Los Reyunos,Argentina
1980,Hinds Lake Main Dam,Canada
1980,Itumbiara,Brazil
1980,Salto Santiago Main Dam,Brazil
1980,Foz do Areia,Brazil
1980,Daer,United Kingdom
1980,La Pedrera,Spain
1980,Morgavel,Portugal
1980,Boukouma,Burkina Faso
1980,Buyo,Ivory Coast
1980,Rembesdalsvatnet Hoveddam,Norway
1980,Finstertal,Austria
1980,Monte Lerno,Italy
1980,Gari,Nigeria
1980,Watari,Nigeria
1980,Magaga,Nigeria
1980,Marashi,Nigeria
1980,Pada,Nigeria
1980,Tchimbele,Gabon
1980,Gura Raului,Romania
1980,Dragasani,Romania
1980,Arcesti,Romania
1980,Slatina,Romania
1980,Radonjic,Serbia
1980,Amapongokwe,Zimbabwe
1980,Bierspruit,South Africa
1980,Lindleyspoort,South Africa
1980,Roodeplaat,South Africa
1980,Bon Accord,South Africa
1980,Bulshoek,South Africa
1980,Kommandodrift,South Africa
1980,Clanwilliam,South Africa
1980,Tuinroete,South Africa
1980,Threewaterskloof,South Africa
1980,Upper Steenbras,South Africa
1980,Steenbras,South Africa
1980,Inguri,Georgia
1980,Asartepe,Turkey
1980,Masinga,Kenya
1980,Mtera,Tanzania
1980,Mnjoli,Swaziland
1980,Westoe,South Africa
1980,Morgenstond,South Africa
1980,Lar,Iran
1980,Andizhan,Uzbekistan
1980,Nurek,Tajikistan
1980,Salia,India
1980,Nanhe,China
1980,Bazimen,China
1980,Longjiang,China
1980,Chitan,China
1980,Dongxi,China
1980,Yamasa,Japan
1980,Utanokawa,Japan
1980,Muri,Japan
1980,Izarigawa,Japan
1980,Urushizawa,Japan
1980,Oishi,Japan
1980,Kameyama,Japan
1980,Kuroda,Japan
1980,Dartmouth Regulation,Australia
1980,Winneke,Australia
1980,Split-Yard Creek,Australia
1980,Aniwhenua Barrage,New Zealand
1980,Rangipo,New Zealand
1981,Jerritt Canyon Tailings Dam,United States
1981,Carrizo,Mexico
1981,Presidente Jose L. Portillo,Mexico
1981,Hillsdale Dam,United States
1981,El Dorado Lake,United States
1981,Council Bluff Dam,United States
1981,Big Hill Lake,United States
1981,Loch Lomond Dam,United States
1981,Gibbons Creek Dam,United States
1981,Palmetto Bend Dam,United States
1981,Cooling Reservoir Dam,United States
1981,Choke Canyon,United States
1981,La Grande 3,Canada
1981,Big Blue River Structure 20,United States
1981,Jennings Randolph,United States
1981,Falls Lake Dam,United States
1981,Fulton,United States
1981,Glover Wilkins,United States
1981,Aberdeen Dam,United States
1981,Martin Plant Cooling Water Reservoir,United States
1981,Caniapiscau Barrage,Canada
1981,La Grande 4,Canada
1981,Caucomgomoc,United States
1981,Sabaneta,Dominican Republic
1981,Quebrada de Ullum,Argentina
1981,Jacarei,Brazil
1981,Serrote,Brazil
1981,Flores I,Brazil
1981,Jequitai,Brazil
1981,Hrauneyjafoss,Iceland
1981,Villagudin,Spain
1981,Maidevera Saddle Dam 1,Spain
1981,Aguieira,Portugal
1981,Raiva,Portugal
1981,Vigia,Portugal
1981,Garde du Loukkos,Morocco
1981,Mohamed Ben Abdelkrim el Khattabi,Morocco
1981,Timi Noutione,Morocco
1981,Abdelmoumen,Morocco
1981,Thiou,Burkina Faso
1981,Innerdalen Hoveddam,Norway
1981,Langavatn Hoveddam,Norway
1981,Oyarvatn Hoveddam,Norway
1981,Twiste,Germany
1981,Wehebach,Germany
1981,Annabruecke,Austria
1981,Naussac,France
1981,Sidi Salem,Tunisia
1981,Sidi Saad,Tunisia
1981,Y. Gowon,Nigeria
1981,Kpong,Ghana
1981,Dniestr,Ukraine
1981,Calimanesti,Romania
1981,Bocac,Bosnia and Herzegovina
1981,Sevisler,Turkey
1981,Pournari,Greece
1981,Omatako,Namibia
1981,Boskop,South Africa
1981,Bloemhof,South Africa
1981,Allemanskraal,South Africa
1981,Krugersdrift,South Africa
1981,Roodepoort,South Africa
1981,Poortjie,South Africa
1981,Smithfield,South Africa
1981,Strydpoort,South Africa
1981,Katrivier,South Africa
1981,Gubu,South Africa
1981,Leeu-Gamka,South Africa
1981,Maden,South Africa
1981,Rooikrantz,South Africa
1981,Nahoon,South Africa
1981,Laing,South Africa
1981,Bridledrift,South Africa
1981,Floriskaal,South Africa
1981,Nuwejaars,South Africa
1981,Gamkapoort,South Africa
1981,Ceres,South Africa
1981,Calitzdorp,South Africa
1981,Stompdrift,South Africa
1981,Prinsrivier,South Africa
1981,Keerom,South Africa
1981,Kammanassie,South Africa
1981,Bellair,South Africa
1981,Hartebeeskuil,South Africa
1981,Suat Ugurlu,Turkey
1981,Hasan Ugurlu,Turkey
1981,Akhurian,Armenia
1981,Cecilmour,Zimbabwe
1981,Machere,Zimbabwe
1981,Savehakkalu,India
1981,Mehgaon Tolla,India
1981,Kodar,India
1981,Ujani,India
1981,Srisailam,India
1981,Bang Lang,Thailand
1981,Murai,Singapore
1981,Fengjiashan,China
1981,Zhaikou,China
1981,Lintan,China
1981,Luban,China
1981,Lucun,China
1981,Luowan,China
1981,Zhuyuan,China
1981,Dagangqiao,China
1981,Muguashan,China
1981,Mugeuk,South Korea
1981,Daechong,South Korea
1981,Gongendaiichi,Japan
1981,Uokiri,Japan
1981,Shimajigawa,Japan
1981,Nomura,Japan
1981,Nanxi,China
1981,Gosho,Japan
1981,Tanbara,Japan
1981,Takihata,Japan
1981,Leigh Creek Retention,Australia
1981,Mackintosh,Australia
1981,Ruantaniwha,New Zealand
1982,Green Lake,United States
1982,Warm Springs Dam,United States
1982,Spinney Mountain,United States
1982,Presidente Gustavo Diaz Ordaz,Mexico
1982,Hazel Creek Dam,United States
1982,Twin Oak Dam,United States
1982,Cerro Prieto,Mexico
1982,San Lorenzo,Mexico
1982,Killen Station Ash Disposal Dike,United States
1982,Laforge 2,Canada
1982,Starbuckville Dam,United States
1982,Peck Lake Dam,United States
1982,Turimiquire,Venezuela
1982,Punchina,Colombia
1982,North Salmon Dam,Canada
1982,West Salmon Dam,Canada
1982,Emborcacao,Brazil
1982,Nova Avanhandava,Brazil
1982,Constitucion,Uruguay
1982,Entre Montes,Brazil
1982,Serra Azul,Brazil
1982,Megget,United Kingdom
1982,Kielder,United Kingdom
1982,Puy Terrier,France
1982,Azibo,Portugal
1982,Monteagudo de las Vicarias,Spain
1982,Pocinho,Portugal
1982,Belena,Spain
1982,Calanda,Spain
1982,Monte Novo,Portugal
1982,Sotiel,Spain
1982,Selingue,Mali
1982,Toussiana,Burkina Faso
1982,Tiefora,Burkina Faso
1982,Nabyon,Ivory Coast
1982,Nerskogen Hoveddam,Norway
1982,Bough Beech,United Kingdom
1982,Eibenstock,Germany
1982,Ridracoli,Italy
1982,Mornaguia,Tunisia
1982,Zaret,Libya
1982,Kiri,Nigeria
1982,Jabi,Nigeria
1982,Josefuv Dul,Czech Republic
1982,Cakovec,Croatia
1982,Salakovac,Bosnia and Herzegovina
1982,Gorni Dabnik,Bulgaria
1982,Piasachnik,Bulgaria
1982,Strezevo,Macedonia
1982,Karaidemir,Turkey
1982,Monte Cotugno,Italy
1982,Guzelhisar,Turkey
1982,Klerkskraal,South Africa
1982,Woodstock,South Africa
1982,J.L. de Bruin,South Africa
1982,Xonxa,South Africa
1982,Algheti,Georgia
1982,Asprokremmos,Cyprus
1982,Two Tree,Zimbabwe
1982,Blackmore Vale,Zimbabwe
1982,Sterkspruit,South Africa
1982,Simly,Pakistan
1982,Machhannala,India
1982,Ozarkhed,India
1982,Kulekhani,Nepal
1982,Hatnur,India
1982,Isapur,India
1982,Manjara,India
1982,Narayanapura,India
1982,Umrong,India
1982,Huai Kum,Thailand
1982,Lamnangrong,Thailand
1982,Tha Tung Na,Thailand
1982,Ma'amshi,China
1982,Zhaowan,China
1982,Shengzhong,China
1982,Tangduhe,China
1982,Tieshan,China
1982,Yanwutan,China
1982,Wonogiri,Indonesia
1982,Osa,Japan
1982,Inamura,Japan
1982,Maezato,Japan
1982,Namioka,Japan
1982,Tsunatori,Japan
1982,Maekawa,Japan
1982,Higashiyama,Japan
1982,Fukadachoseichi,Japan
1982,Narai,Japan
1982,Murchison,Australia
1982,Miena Rockfill,Australia
1982,Cania,Australia
1982,Ewen Maddock,Australia
1982,Mangrove Creek,Australia
1982,Waingaro,New Zealand
1982,Onslow,New Zealand
1982,Daniel Palacios,Ecuador
1982,Sardis Lake,United States
1983,Culmback,United States
1983,Dickson Dam,Canada
1983,Revelstoke,Canada
1983,Willow Creek Reservoir,United States
1983,McPhee,United States
1983,Albert Do,Canada
1983,Knife Lake,United States
1983,Twelve Mile Creek Site M-1,United States
1983,Clarence Cannon Dam,United States
1983,Copan Lake,United States
1983,Brewer Lake,United States
1983,Truscott Brine Dam,United States
1983,Peacock Site 1-A Tailings Dam,United States
1983,Brandy Branch Cooling Pond Dam,United States
1983,Elm Creek Dam,United States
1983,Aquilla Lake,United States
1983,Andres Figueroa,Mexico
1983,Pueblo Viejo,Guatemala
1983,Taylorsville Lake Dam,United States
1983,H. Taylor Blalock Reservoir Dam,United States
1983,Jamie L. Whitten Lock and Dam,United States
1983,R.L. Harris,United States
1983,15 de Septiembre,El Salvador
1983,Tiznados,Venezuela
1983,El Pueblito,Venezuela
1983,Uribante Caparo,Venezuela
1983,Arroyito,Argentina
1983,Itaipu,Paraguay
1983,Acu,Brazil
1983,Luiz Vieira,Brazil
1983,Sistema Verde Grande,Brazil
1983,Juturnaiba,Brazil
1983,Sultartangi,Iceland
1983,Colliford Water,United Kingdom
1983,Los Molinos de Matachel,Spain
1983,Beninar,Spain
1983,Charco Redondo,Spain
1983,Pabre,Burkina Faso
1983,Frauenau,Germany
1983,Pla de Soulcem,France
1983,Djoumine,Tunisia
1983,Santa Rosalia,Italy
1983,Sidi Yakoub,Algeria
1983,Goronye,Nigeria
1983,Zobe,Nigeria
1983,Lagdo,Cameroon
1983,Oyan,Nigeria
1983,Galbeni,Romania
1983,Petresti,Romania
1983,Golesti,Romania
1983,Frasinet,Romania
1983,Stikada,Croatia
1983,Facau,Romania
1983,Lazici,Serbia
1983,Demirtas,Turkey
1983,Rooikraal,South Africa
1983,Kromellenboog,South Africa
1983,Klein Maricopoort,South Africa
1983,Middelburg,South Africa
1983,Bronkhorstspruit,South Africa
1983,Withbank,South Africa
1983,Leeubos,South Africa
1983,Gelen Una,South Africa
1983,Amersfoort,South Africa
1983,Chelmsford,South Africa
1983,Wagendrift,South Africa
1983,Rooiberg,South Africa
1983,Brandvlei,South Africa
1983,Korentepoort,South Africa
1983,Buffelsjags,South Africa
1983,Impofu,South Africa
1983,Boztepe,Turkey
1983,Kunduzlar,Turkey
1983,Mosul,Iraq
1983,Haditha,Iraq
1983,Hemren,Iraq
1983,Umrodzi,Zimbabwe
1983,Vygeboom,South Africa
1983,Nooitgedacht,South Africa
1983,Jericho,South Africa
1983,Craigie Burn,South Africa
1983,Albert Falls,South Africa
1983,Midmar,South Africa
1983,Henley,South Africa
1983,Gheshlagh,Iran
1983,Minab,Iran
1983,Khanpur,Pakistan
1983,Alandi,India
1983,Wadaj,India
1983,Kalamwadi,India
1983,Rohini,India
1983,Khapa,India
1983,Ramiala,India
1983,Chargaon,India
1983,Erai,India
1983,Hemavathy,India
1983,Maduru Oya,Sri Lanka
1983,Mae Chang,Thailand
1983,Bersia,Malaysia
1983,Kenering,Malaysia
1983,Huohe,China
1983,Yangtang,China
1983,Wujiangdu,China
1983,Laoyingpan,China
1983,Shanlandian,China
1983,Worsley Pipehead,Australia
1983,Shangying,China
1983,Asahikawa,Japan
1983,Yoshida,Japan
1983,Tare,Japan
1983,Saigo,Japan
1983,Magat,Philippines
1983,Ponteshio,Japan
1983,Kanoko,Japan
1983,Takami,Japan
1983,Yokokawa,Japan
1983,Shitoki,Japan
1983,Kawaji,Japan
1983,Hitokura,Japan
1983,Kasatochoseichi,Japan
1983,Bastyan,Australia
1983,Boondooma,Australia
1983,Cressbrook,Australia
1983,Clarrie Hall,Australia
1983,Glennies Creek,Australia
1983,Manuwai,New Zealand
1983,Shamkir,Azerbaijan
1984,Terror Lake,United States
1984,Swan Lake,United States
1984,Crawling Valley,Canada
1984,Taylor Draw,United States
1984,Recapture Creek,United States
1984,Quail Creek,United States
1984,Little River Site M-1,United States
1984,Bailey Mine Slurry Impoundment Dam,United States
1984,Little Seneca Dam,United States
1984,Upper Dam,United States
1984,Lake Robinson Dam,United States
1984,El Cajon,Honduras
1984,Betania,Colombia
1984,Sebec,United States
1984,Hatillo,Dominican Republic
1984,Cerro Pelado,Argentina
1984,Alicura,Argentina
1984,Cat Arm Dam West,Canada
1984,Tucurui,Brazil
1984,Eyvindarver,Iceland
1984,Fronhas,Portugal
1984,Valdecaballeros,Spain
1984,Negratin,Spain
1984,Sidi Driss,Morocco
1984,Korsimoro,Burkina Faso
1984,Tiebele,Burkina Faso
1984,Falningsjoen Hoveddam,Norway
1984,Holskardvatn Hoveddam,Norway
1984,Skjerjevatn Hoveddam,Norway
1984,Skjerjevatn Hoveddam,Norway
1984,Vatnedalen Hoveddam,Norway
1984,Akslaratjorn Sperredam,Norway
1984,Grosse Dhunn,Germany
1984,Villerest,France
1984,Grand Maison,France
1984,Le Verney,France
1984,Garcia,Italy
1984,Ghezala,Tunisia
1984,Guenitra,Algeria
1984,Harreza,Algeria
1984,Merdja Sidi Abed,Algeria
1984,Kompienga,Burkina Faso
1984,Shiroro,Nigeria
1984,Jebra,Nigeria
1984,Racaciuni,Romania
1984,Iron Gate 2,Romania
1984,Gruza,Serbia
1984,Vrutci,Serbia
1984,Beitbridge,Zimbabwe
1984,Haaskloof,South Africa
1984,Rhenosterkop,South Africa
1984,Roodekopjies,South Africa
1984,Doringrivier,South Africa
1984,Grassridge,South Africa
1984,Lake Arthur,South Africa
1984,Koos Raubenheimer,South Africa
1984,Wemmershoek,South Africa
1984,Stettynskloof,South Africa
1984,Loerie,South Africa
1984,Churchill,South Africa
1984,Kogelberg,South Africa
1984,Verkhne-Teriberskaya,Russia
1984,Belpinar,Turkey
1984,Aslantas,Turkey
1984,Berdan,Turkey
1984,Oymapinar,Turkey
1984,Hawane,Swaziland
1984,Luphphlo,Swaziland
1984,Pongolapoort,South Africa
1984,Klipfontein,South Africa
1984,Hluhluwe,South Africa
1984,Goedertrouw,South Africa
1984,Manikdoh,India
1984,Victoria,Sri Lanka
1984,Cheba 1,China
1984,Liangcha,China
1984,Hengshan,China
1984,Liuduzhai,China
1984,Yitang,China
1984,Bening,Indonesia
1984,Daxin,China
1984,Chongyong,South Korea
1984,Yabakei,Japan
1984,Nichinan,Japan
1984,Saikyo,Japan
1984,Tokachi,Japan
1984,Sahoro,Japan
1984,Hobetsu,Japan
1984,Hayaseno,Japan
1984,Nanakita,Japan
1984,Shozenji,Japan
1984,Terayama,Japan
1984,Furudo,Japan
1984,Copperfield River Gorge,Australia
1984,Windamere Dam,Australia
1984,Blue Rock,Australia
1984,Lenthalls,Australia
1984,Leslie Harrison,Australia
1984,Patea,New Zealand
1984,Greifenstein,Austria
1985,Galesville Reservoir,United States
1985,40 Mile,Canada
1985,James Creek Tailings Dam,United States
1985,El Salto,Mexico
1985,Longview Dam,United States
1985,Red Draw Dam,United States
1985,El Gallo,Mexico
1985,Penitas,Mexico
1985,El Guineo,Mexico
1985,Salvajina,Colombia
1985,Bao,Dominican Republic
1985,San Lorenzo,Colombia
1985,Condoroma,Peru
1985,Colbun,Chile
1985,Taquarucu,Brazil
1985,Riacho dos Carneiros,Brazil
1985,Crestuma,Portugal
1985,Meimoa,Portugal
1985,Jerte,Spain
1985,Ouizert,Algeria
1985,Yakouta,Burkina Faso
1985,Vieux Pre,France
1985,Castreccioni,Italy
1985,Montbel,France
1985,Laparan,France
1985,Keddara,Algeria
1985,Bou Roumi,Algeria
1985,Lekhal,Algeria
1985,Sadvajaure,Sweden
1985,Chancza,Poland
1985,Kralova,Slovakia
1985,Parcovaci,Romania
1985,Beresti,Romania
1985,Snjeznica,Bosnia and Herzegovina
1985,Gurbanesti,Romania
1985,Ricice,Croatia
1985,Mratinje,Montenegro
1985,Brestovac,Serbia
1985,Slano,Montenegro
1985,Garvanovo,Bulgaria
1985,Kayalikoy,Turkey
1985,Assomata,Greece
1985,Sfikia,Greece
1985,Gaberone,Botswana
1985,Vaal,South Africa
1985,Sterkfontein,South Africa
1985,Kilburn,South Africa
1985,Van Ryneveld's Pass,South Africa
1985,Beervlei,South Africa
1985,Moordkuil,South Africa
1985,Yedikir,Turkey
1985,Ivriz,Turkey
1985,Chipembe,Mozambique
1985,Firhill,Zimbabwe
1985,Munzi,Zimbabwe
1985,Brecon,Zimbabwe
1985,Rufaro,Zimbabwe
1985,Smallbridge,Zimbabwe
1985,Ratelshoek,Zimbabwe
1985,Nyatare,Zimbabwe
1985,Heyshope,South Africa
1985,Papanskaya,Kyrgyzstan
1985,Talimarjan,Uzbekistan
1985,Jakham Main Dam,India
1985,Chakra,India
1985,Gohira,India
1985,Remal,India
1985,Upper Kolab,India
1985,Lower Manair,India
1985,Kotmale,Sri Lanka
1985,Sankuaishi,China
1985,Mae Ngat,Thailand
1985,Khao Laem,Thailand
1985,Kenyir,Malaysia
1985,Hunanzhen,China
1985,Shuidongpi,China
1985,Nangao,China
1985,Batang Ai,Malaysia
1985,Harding,Australia
1985,Samjung,South Korea
1985,Minamihata,Japan
1985,Tingxia,China
1985,Komagatake,Japan
1985,Ogaki,Japan
1985,Dashidaira,Japan
1985,Kamiichigawadaini,Japan
1985,Omachi,Japan
1985,Kozogawa,Japan
1985,Arima,Japan
1985,Arakawa,Japan
1985,Lower Pieman,Australia
1985,Wivenhoe,Australia
1985,Te Marua 2,New Zealand
1986,Paddle River Dam,Canada
1986,Osoyoos Lake Control Dam,United States
1986,Rob Roy,United States
1986,Hog Park Main Dam,United States
1986,Calamus Dam,United States
1986,Goose Creek Dam,United States
1986,Balboa,United States
1986,Ray Roberts Dam,United States
1986,Lake Columbia Dam,United States
1986,Joe Pool Lake,United States
1986,Caney Creek Dam,United States
1986,Chilatan,Mexico
1986,Carlos Ramirez Ulloa,Mexico
1986,Stonewall Jackson Dam,United States
1986,Lake Kedron Dam,United States
1986,Savannah River Steel Creek Dam,United States
1986,Monksville Dam,United States
1986,Guri,Venezuela
1986,Guillermo Cano,Colombia
1986,Itaparica,Brazil
1986,Pedra do Cavalo,Brazil
1986,Diama,Senegal
1986,Grimwith,United Kingdom
1986,Cuevas de Almanzora,Spain
1986,Beliche,Portugal
1986,Beznar,Spain
1986,La Vinuela,Spain
1986,Hammou Ourzag,Morocco
1986,Hassan 1,Morocco
1986,Forrevassdammen,Norway
1986,Wupper,Germany
1986,Radonvilliers,France
1986,Zillergruendl,Austria
1986,Botonega,Croatia
1986,Lebna,Tunisia
1986,Ain Zada,Algeria
1986,Reinoksvatn,Norway
1986,Kupiskio,Lithuania
1986,Mietkow,Poland
1986,Halceni,Romania
1986,Herculane,Romania
1986,Ipotesti,Romania
1986,Ogosta,Bulgaria
1986,Komani Dam,Albania
1986,Bramianos,Greece
1986,Eerste Poort,South Africa
1986,Spioenkop,South Africa
1986,Driel,South Africa
1986,Welbedacht,South Africa
1986,Kouga,South Africa
1986,Evretou,Cyprus
1986,Walton,Zimbabwe
1986,Salal,India
1986,Ghunghuta,India
1986,Matiyari,India
1986,Randenigala,Sri Lanka
1986,Longyangxia,China
1986,Dumu,China
1986,Kinda,Myanmar (Burma)
1986,Daheiding,China
1986,Gezhouba,China
1986,Dongxi,China
1986,Liujiaping,China
1986,Saguling,Indonesia
1986,Gondang,Indonesia
1986,Baishan,China
1986,Laohushao,China
1986,Biliuhe,China
1986,Chungju,South Korea
1986,Doyo,Japan
1986,Odo,Japan
1986,Kyuragi,Japan
1986,Takeyama,Japan
1986,Pulangi 4,Philippines
1986,Goryo,Japan
1986,Aibetsu,Japan
1986,Setsukinai,Japan
1986,Atsumigawa,Japan
1986,Aburumagawa,Japan
1986,Miyakodagawa,Japan
1986,Kinchant,Australia
1986,Craigbourne,Australia
1986,Awoonga High,Australia
1986,Leslie,Australia
1986,Te Marua 1,New Zealand
1986,Ooster Scheldekering,Netherlands
1986,Richard B. Russell Dam,United States
1987,Smith and Morehouse Dam,United States
1987,Upper Bor Stillwater,United States
1987,Nett Lake,United States
1987,McGee Creek,United States
1987,Richland Creek Dam,United States
1987,Texasgulf Pond R-1-2,United States
1987,Daule Peripa,Ecuador
1987,Gallito Ciego,Peru
1987,Balbina,Brazil
1987,Patu,Brazil
1987,Villar del Rey,Spain
1987,Zufre,Spain
1987,Itengue,Burkina Faso
1987,Douna,Burkina Faso
1987,Storvatn,Norway
1987,Saint Geraud,France
1987,H. Meskoutine,Algeria
1987,Ain Dalia,Algeria
1987,Hammam Grouz,Algeria
1987,Siliana,Tunisia
1987,Dahmouni,Algeria
1987,Balanga,Nigeria
1987,Ero,Nigeria
1987,Nangbeto,Togo
1987,Virdnejavri,Norway
1987,Rogojesti,Romania
1987,Tungujei,Romania
1987,Dragan,Romania
1987,Kayabogazi,Turkey
1987,Insukamini,Zimbabwe
1987,Catoren,Turkey
1987,Karakaya,Turkey
1987,Manavgat,Turkey
1987,Kiambere,Kenya
1987,Clifton ORS,Zimbabwe
1987,Eirene,Zimbabwe
1987,Bangazaan,Zimbabwe
1987,Pequenos Libombos,Mozambique
1987,Dhamni,India
1987,Supa,India
1987,Kanhargaon,India
1987,Majalgaon,India
1987,Khandong,India
1987,Rajjaprabha,Thailand
1987,Sanjiangkou,China
1987,Qixi,China
1987,Changtan,China
1987,Baipenzhu,China
1987,Tri An 1,Vietnam
1987,Wadaslintang,Indonesia
1987,Kurose,Japan
1987,Aratani,Japan
1987,Tomisato,Japan
1987,Kuttari,Japan
1987,Higashinosawa,Japan
1987,Minamikawa,Japan
1987,Okawa,Japan
1987,Ozuchi,Japan
1987,Aono,Japan
1987,Ross River,Australia
1987,Burdekin Falls,Australia
1987,Merrimu,Australia
1987,Callide,Australia
1987,Glenbawn,Australia
1987,Clyde,New Zealand
1988,Mt. St. Helens Sediment Retention Structure,United States
1988,Tar Island,Canada
1988,South Fork,United States
1988,Utah Lake Outlet,United States
1988,Ramona,United States
1988,Francois-Finlay,Canada
1988,Blue Springs Dam,United States
1988,Merrill Creek Main Dam,United States
1988,Yatesville Dam,United States
1988,Upper Towaliga River Dam,United States
1988,Rio Grande 2,Colombia
1988,Tahuin,Ecuador
1988,Sebasticook Outlet Dam,United States
1988,Machango,Venezuela
1988,Bocono-Tucupido,Venezuela
1988,Masparro,Venezuela
1988,Riano,Spain
1988,Santa Eugenia,Spain
1988,Uzquiza,Spain
1988,Valparaiso,Spain
1988,Torrao,Portugal
1988,La Muela,Spain
1988,La Fresneda,Spain
1988,Canales,Spain
1988,Sidi Abdelli,Algeria
1988,Souani,Algeria
1988,Foum Gleita,Mauritania
1988,Manantali,Mali
1988,Lavaud,France
1988,Ladrat,Algeria
1988,El Ougla,Tunisia
1988,Gargar,Algeria
1988,El Habib,Tunisia
1988,Colonel Bougara,Algeria
1988,Dadin Kowa,Nigeria
1988,Doma,Nigeria
1988,Mape,Cameroon
1988,Dungo,Angola
1988,Dobromierz,Poland
1988,Bukowka,Poland
1988,Dobczyce,Poland
1988,Tileagd,Romania
1988,Voila,Romania
1988,Zavoiu Orbului,Romania
1988,Draganesti,Romania
1988,Grliste,Serbia
1988,Dositeevo,Bulgaria
1988,Buyukcekmece,Turkey
1988,Stratos,Greece
1988,Altinkaya,Turkey
1988,Zernek,Turkey
1988,Kovali,Turkey
1988,Godet,Turkey
1988,Kouris,Cyprus
1988,Mazwikadei,Zimbabwe
1988,Mbindangombe,Zimbabwe
1988,Corumana,Mozambique
1988,Phuwaria,India
1988,Rukka,India
1988,Bargi,India
1988,Sondur,India
1988,Tabsalao,Thailand
1988,Jiangya,China
1988,Cirata,Indonesia
1988,Sengguruh,Indonesia
1988,Hongshi,China
1988,Guanmenshan,China
1988,Wonnam,South Korea
1988,Chongchon,South Korea
1988,Kasho,Japan
1988,Kakogawaozeki,Japan
1988,Mitsugi,Japan
1988,Shimoyu,Japan
1988,Asaseishigawa,Japan
1988,Kuriyama,Japan
1988,Imaichi,Japan
1988,Ryugahana,Japan
1988,Bjelke-Petersen,Australia
1988,Split Rock Dam,Australia
1989,Hutch Lake,Canada
1989,Stagecoach,United States
1989,New Spicer Meadow,United States
1989,Limestone,Canada
1989,Cherokee Sandy Site 17,United States
1989,Cane Creek,United States
1989,Brantley,United States
1989,Natural Dam,United States
1989,Simon Freese Dam,United States
1989,Guavio,Colombia
1989,Samuel,Brazil
1989,Casa de Piedra,Argentina
1989,Passauna,Brazil
1989,Saco de Nova Olinda,Brazil
1989,Roadford,United Kingdom
1989,La Acena,Spain
1989,El Naranjero,Spain
1989,Cortes de Pallas,Spain
1989,La Serena,Spain
1989,Yeguas,Spain
1989,Chanza,Spain
1989,Dokkfloyvatn,Norway
1989,Brevonnes,France
1989,Caspe 2,Spain
1989,Erinle,Nigeria
1989,Starina,Slovakia
1989,Nove Mlyny,Czech Republic
1989,Lugasu,Romania
1989,Dubrava,Croatia
1989,Vistea,Romania
1989,Hateg,Romania
1989,Vadeni,Romania
1989,Frunzaru,Romania
1989,Visegrad,Bosnia and Herzegovina
1989,Zavoj,Serbia
1989,Darlik,Turkey
1989,Gokce,Turkey
1989,Pigae Aoos,Greece
1989,Verkeerdevlei,South Africa
1989,Kilickaya,Turkey
1989,Tercan,Turkey
1989,Kapulukaya,Turkey
1989,Karacaoren 1,Turkey
1989,Hancagiz,Turkey
1989,Manyuchi 2,Zimbabwe
1989,Spandarian,Armenia
1989,Kureiskaya,Russia
1989,Varahi Pickup,India
1989,Sedawgyi,Myanmar (Burma)
1989,Jinshuitan,China
1989,Kedung Ombo,Indonesia
1989,Hapchon,South Korea
1989,Utsui,Japan
1989,Qiaoying,China
1989,Niutoushan,China
